source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-60.19857056,46.11893598,Sydney Senior Duplexes - 391 Alexandra St,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"391 Alexandra St, Sydney, , Canada",2,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-62.63729646,45.61045369,Hillcrest Manor,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"17 Forge St., Trenton, B0K 1X0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.63217749,44.66077728,Macdonald Laurier Place,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"3 Ford Street, Halifax, B3M 4P8, Canada",55,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-66.11312503,43.82624441,Roderick MacNeil Seniors (2 buildings),Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"11/35 MacNeil St, Yarmouth, B5A 4C7, Canada",30,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.16724348,46.1277978,Cottage Place ll,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"491 Cottage Rd, Sydney, B1P 6R4, Canada",24,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.17271863,46.13516534,Sydney Senior Duplexes - 307 Cartier St,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"307 Cartier St, Sydney, , Canada",2,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.05291994,45.29421177,Little Dover Senior Citiz,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"861 Dover Road, Little Dover, B0H 1V0, Canada",5,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.01949153,46.61838783,Pere Goirroir Avenue,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"21 Pere Goirroir Avenue, Cheticamp, B0E 1H0, Canada",56,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-62.55727699,45.64538614,Rose Heath Manor,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"8240 Pictou Landing Rd, RR1 New Glasgow, B2H 5C4, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.06507187,44.63704564,Hubbards Manor,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1 Fox Point Lane, Hubbards, B0J 1T0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.15817772,46.14073319,Silver Birch Manor,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"130 Reeves St, Grand Lake Road, B1P 6N2, Canada",60,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-66.16008649,44.05004314,Foyer Sigogne,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"4872 Trunk#1, Salmon River, B0W 2Y0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.38216896,45.68951892,Hillside Villa I,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"1700 Highway 242, River Hebert, B0L 1G0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.97745358,45.14580956,Sherbrook/Maple Manor,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"Maple Manor Complex (1-20), Sherbrooke, B0J 3C0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.68961703,44.77286406,Sackville Manor,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"51 Old Beaverbank Road, Lower Sackville, B4E 1V4, Canada",19,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.67671327,44.77113743,Mcdougall Manor,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"20 Mcdougall Avenue, Lower Sackville, B4C 3E7, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.02402902,46.20390753,Mitchell Ave,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"268 Mitchell Ave, Dominion, B0A 1E0, Canada",10,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-64.21941601,45.82555595,Centennial Manor,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"81 West Victoria St., Amherst, B4H 1C7, Canada",14,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-59.97003487,46.18981591,Kennedy Dr,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"2 Kennedy Dr, Glace Bay, B1A 5S1, Canada",48,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.08713643,46.23992372,Hillside Terrace,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"747 King Street, New Waterford, B1H4S9, Canada",24,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-62.54283731,44.92642655,Elmhurst Apartments,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"14 Elmhurst Drive, Sheet Harbour, B0J 3B0, Canada",30,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.29768964,46.22966992,Wynn Mira,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"98 Hillcrest Street, Inverness, B0E 1N0, Canada",15,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-65.07237592,44.95156013,Sunset Meadows Middleton,Seniors,Western Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,,40,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.61829602,44.6510272,Westmoor Lodge,Seniors,Metropolitan Regional Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"6841 Cook Avenue, Halifax, B30 2J9, Canada",30,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-60.22527255,46.24031806,Main Street,Seniors,Cape Breton Island Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"Fix, Sydney Mines, B1V 2K4, Canada",11,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-63.66300279,45.85474597,Harbourview Manor,Seniors,Cobequid Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"19 Harbourview Manor, Pugwash, B0K 1L0, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
,-61.50427328,45.40108997,Ferry Lane,Seniors,Eastern Mainland Housing Authority,This program provides affordable rental housing to seniors (age 58 and older) with low incomes. Rent is determined by your annual income.,"56 Ferry Lane, Guysborough, BOH 1NO, Canada",20,https://housing.novascotia.ca/programs/public-housing-and-other-affordable-renting-programs-housing-programs-seniors/public,
